Q50808378	2065-2526	2065-2526	2065-2534
Q50808377	2065-2828	2065-2828	0
Q50808376	2065-3158	2065-3158	2066-9917
Q50808375	2065-3514	2065-3514	2501-0778
Q50808374	2065-7943	2065-7943	2067-564X
Q50815297	2066-0464	0	2066-0464
Q50808373	2066-4273	2066-4273	2066-3129
Q50808372	2066-5083	2066-5083	1775-352X
Q50808371	2066-561X	2066-561X	2344-1321
Q50808370	2066-575X	2066-575X	0
Q50808369	2066-5997	2066-5997	2066-6594
Q50808368	2066-6063	2066-6063	0
Q50815296	2066-6071	0	2066-6071
Q50806798	2066-6845	2066-6845	0
Q50815295	2066-6934	0	2066-6934
Q50808367	2066-6950	2066-6950	2066-8570
Q50808365	2066-7701	2066-7701	2066-771X
Q50815294	2066-7744	0	2066-7744
Q50815293	2066-7760	0	2066-7760
Q50815292	2066-7779	0	2066-7779
Q50808366	2066-7795	2066-7795	2343-9521
Q50808364	2066-8201	2066-8201	2247-4528
Q50808363	2066-8325	2066-8325	0
Q50808362	2066-9143	2066-9143	0
Q50815291	2067-0532	0	2067-0532
Q50808361	2067-0931	2067-0931	0
Q50808360	2067-113X	2067-113X	2067-5690
Q50808359	2067-1695	2067-1695	2344-4940
Q50815290	2067-1865	0	2067-1865
Q50815287	2067-2446	0	2067-2446
Q50808358	2067-2640	2067-2640	2068-9861
Q50815286	2067-3086	0	2067-3086
Q50808357	2067-3205	2067-3205	2067-3264
Q50808356	2067-3655	2067-3655	0
Q50815449	2067-3795	0	2067-3795
Q50808355	2067-3809	2067-3809	0
Q50808354	2067-533X	2067-533X	2067-8223
Q50808353	2067-5534	2067-5534	0
Q50808352	2067-6557	2067-6557	2247-2371
Q50808351	2067-743X	2067-743X	0
Q50815448	2067-7693	0	2067-7693
Q50815447	2067-8177	0	2067-8177
Q50808350	2067-9092	2067-9092	2393-056X
Q50808349	2067-9211	2067-9211	2069-9344
Q50808348	2067-9440	2067-9440	0
Q50808347	2067-9459	2067-9459	0
Q50815446	2067-9785	0	2067-9785
Q50808346	2068-0317	2068-0317	0
Q50815444	2068-1712	0	2068-1712
Q50815443	2068-2964	0	2068-2964
Q50808345	2068-3227	2068-3227	2247-7241
Q50815442	2068-3472	0	2068-3472
Q50808344	2068-3537	2068-3537	0
Q50808343	2068-5459	2068-5459	0
Q50808342	2068-651X	2068-651X	2068-6633
Q50808341	2068-6609	2068-6609	2559-6381
Q50808340	2068-6706	2068-6706	2247-9384
Q50815441	2068-7583	0	2068-7583
Q50806826	2068-7796	2068-7796	0
Q50815440	2068-8016	0	2068-8016
Q50815439	2068-8717	0	2068-8717
Q50808339	2068-9403	2068-9403	0
Q50808338	2069-0509	2069-0509	2069-6469
Q50808337	2069-0533	2069-0533	2069-3052
Q50815438	2069-0983	0	2069-0983
Q50808336	2069-1025	2069-1025	2248-3446
Q50815437	2069-3230	0	2069-3230
Q50815436	2069-3508	0	2069-3508
Q50808335	2069-4008	2069-4008	2069-4016
Q50808436	2069-5519	2069-5519	2284-6492
Q50808435	2069-5756	2069-5756	2285-0430
Q50808434	2069-7449	2069-7449	2248-0854
Q50808433	2069-7597	2069-7597	2069-7619
Q50808432	2069-9239	2069-9239	0
Q50808431	2070-0237	2070-0237	2070-0245
Q50815391	2070-4798	0	2070-4798
Q50808429	2070-7568	2070-7568	0
Q50808428	2070-8246	2070-8246	2224-5545
Q50639139	2070-8998	0	2070-8998
Q50808427	2070-9781	2070-9781	0
Q50808426	2071-257X	2071-257X	2311-6072
Q50808425	2071-5358	2071-5358	2071-5366
Q50815390	2071-6346	0	2071-6346
Q2661755	2071-7024	0	2071-7024
Q50808424	2071-8160	2071-8160	2541-9099
Q50808423	2071-8330	2071-8330	2306-3483
Q50808422	2071-8713	2071-8713	2306-5524
Q50808421	2071-9388	2071-9388	2542-1565
Q50808420	2072-0351	2072-0351	2072-0378
Q50808419	2072-0505	2072-0505	0
Q50808418	2072-0831	2072-0831	2307-9428
Q50808417	2072-1692	2072-1692	2072-7941
Q50808416	2072-5981	2072-5981	0
Q50808415	2072-6414	2072-6414	2411-1406
Q50808414	2072-6554	2072-6554	0
Q50808413	2072-6732	2072-6732	0
Q50808412	2072-7593	2072-7593	2311-7036
Q50808411	2072-8107	2072-8107	0
Q50808410	2072-9146	2072-9146	0
Q50808409	2072-9294	2072-9294	2072-9308
Q50808408	2072-9812	2072-9812	2409-8906
Q50815389	2073-0438	0	2073-0438
Q50808407	2073-431X	2073-431X	0
Q50808406	2073-4336	2073-4336	0
Q50808405	2073-6185	2073-6185	2542-095X
Q50808404	2073-753X	2073-753X	0
Q50808403	2073-8684	2073-8684	2409-7004
Q50808402	2073-8803	2073-8803	2412-9178
Q50808401	2073-9745	2073-9745	2310-0028
Q50808400	2074-0506	2074-0506	2542-0909
Q50808399	2074-2711	2074-2711	2310-1342
Q50808397	2074-272X	2074-272X	2309-3404
Q50808396	2074-2908	2074-2908	2224-7750
Q50808395	2074-2967	2074-2967	2410-8537
Q50808394	2074-5354	2074-5354	0
Q50808393	2074-5362	2074-5362	0
Q50815388	2074-5885	0	2074-5885
Q50808392	2074-7128	2074-7128	2074-7136
Q50808391	2074-9546	2074-9546	2075-1141
Q50808390	2074-9848	2074-9848	2310-0532
Q50808389	2075-1508	2075-1508	2312-9581
Q50808388	2075-1680	2075-1680	0
Q50808387	2075-1702	2075-1702	0
Q50808386	2075-1893	2075-1893	2409-3173
Q50808385	2075-3810	2075-3810	2075-3829
Q50806902	2075-4434	2075-4434	0
Q50806893	2075-4442	2075-4442	0
Q50815386	2075-4655	0	2075-4655
Q50806913	2075-4663	2075-4663	0
Q50808486	2075-5279	2075-5279	2223-2125
Q50806932	2075-5309	2075-5309	0
Q50815385	2075-8545	0	2075-8545
Q50806856	2075-9517	2075-9517	0
Q50808485	2075-9827	2075-9827	2313-0210
Q50806949	2076-0752	2076-0752	0
Q50806959	2076-0787	2076-0787	0
Q50808484	2076-1333	2076-1333	2312-1130
Q50808483	2076-2429	2076-2429	2223-3814
Q50808482	2076-2879	2076-2879	1993-6818
Q50806968	2076-3298	2076-3298	0
Q50808481	2076-4359	2076-4359	2222-5218
Q50808480	2076-6297	2076-6297	2412-6039
Q50815384	2076-6327	0	2076-6327
Q50808479	2076-6734	2076-6734	2412-3765
Q50808478	2076-8184	2076-8184	0
Q50815383	2076-8427	0	2076-8427
Q50806979	2077-0464	2077-0464	0
Q50815382	2077-0472	0	2077-0472
Q50808477	2077-1177	2077-1177	0
Q50808476	2077-172X	2077-172X	0
Q50808475	2077-1770	2077-1770	2218-7405
Q50808474	2077-1800	2077-1800	2413-8738
Q50815381	2077-2955	0	2077-2955
Q50815380	2077-3757	0	2077-3757
Q50806872	2077-429X	2077-429X	2077-4303
Q50808473	2077-8031	2077-8031	2312-5837
Q50808472	2077-9917	2077-9917	2306-6741
Q50815379	2078-1547	0	2078-1547
Q50815377	2078-502X	0	2078-502X
Q50808471	2078-5429	2078-5429	2412-6047
Q50815374	2078-7170	0	2078-7170
Q50815373	2078-7685	0	2078-7685
Q50808470	2078-8665	2078-8665	2411-7986
Q50815372	2078-9424	0	2078-9424
Q50808469	2079-0619	2079-0619	2542-0119
Q50815371	2079-312X	0	2079-312X
Q50815369	2079-3197	0	2079-3197
Q50808468	2079-3715	2079-3715	2309-1088
Q50808467	2079-4665	2079-4665	2411-796X
Q50815368	2079-5971	0	2079-5971
Q50806987	2079-6412	2079-6412	0
Q50808466	2079-6617	2079-6617	2309-9828
Q50808465	2079-6641	2079-6641	2079-665X
Q50808464	2079-7192	2079-7192	2079-0694
Q50808463	2079-8245	2079-8245	2308-1422
Q50815367	2079-8482	0	2079-8482
Q50806996	2079-8555	2079-8555	2310-0524
Q50808462	2079-8954	2079-8954	0
Q50808461	2079-9268	2079-9268	0
Q50808460	2079-9276	2079-9276	0
Q16611117	2080-1807	2080-1807	0
Q50808459	2080-2021	2080-2021	2449-9021
Q50807007	2080-2234	2080-2234	0
Q50807015	2080-4075	2080-4075	2299-8624
Q50806886	2080-5187	2080-5187	2450-8594
Q50815366	2080-6574	0	2080-6574
Q50808458	2080-7147	2080-7147	2392-2397
Q50808457	2080-7686	2080-7686	0
Q50808456	2081-0644	2081-0644	2300-5386
Q50808455	2081-139X	2081-139X	2392-0629
Q50808454	2081-1640	2081-1640	0
Q50808453	2081-3767	2081-3767	2392-2656
Q50808452	2081-545X	2081-545X	2300-133X
Q50815365	2081-6383	0	2081-6383
Q50808451	2081-6774	2081-6774	2392-2419
Q50815364	2081-870X	0	2081-870X
Q50808450	2081-8858	2081-8858	2391-6060
Q50815363	2081-9390	0	2081-9390
Q50815362	2081-9617	0	2081-9617
Q50639633	2081-9943	0	2081-9943
Q15764481	2082-0259	0	2082-0259
Q50815360	2082-1344	0	2082-1344
Q50808449	2082-2863	2082-2863	2353-4419
Q50808448	2082-5897	2082-5897	2353-950X
Q50815359	2082-8799	0	2082-8799
Q50815358	2082-8926	0	2082-8926
Q50808447	2082-9019	2082-9019	2300-5866
Q50808446	2083-1277	2083-1277	2353-1827
Q50815357	2083-134X	0	2083-134X
Q50808445	2083-1978	2083-1978	2391-775X
Q50808444	2083-2214	2083-2214	0
Q50808443	2083-2567	2083-2567	0
Q50815356	2083-3520	0	2083-3520
Q50815355	2083-3628	0	2083-3628
Q50815354	2083-3652	0	2083-3652
Q50815353	2083-4535	0	2083-4535
Q15757553	2083-4594	0	2083-4594
Q50815352	2083-4608	0	2083-4608
Q15766555	2083-4810	0	2083-4810
Q50815350	2083-4829	0	2083-4829
Q50808442	2083-5205	2083-5205	2084-1965
Q50815349	2083-5892	0	2083-5892
Q15752422	2083-5965	0	2083-5965
Q50815348	2083-599X	0	2083-599X
Q15755163	2083-6007	0	2083-6007
Q15753840	2083-6023	0	2083-6023
Q15766086	2083-6090	0	2083-6090
Q50815510	2083-6112	0	2083-6112
Q50815509	2083-6139	0	2083-6139
Q50808441	2083-6392	2083-6392	0
Q50808440	2083-6473	2083-6473	2083-6481
Q50808439	2083-6635	2083-6635	2084-1043
Q50808438	2083-7275	2083-7275	2391-4432
Q48841796	2083-7429	0	2083-7429
Q50815508	2083-831X	0	2083-831X
Q50815506	2083-8506	0	2083-8506
Q50815505	2083-8573	0	2083-8573
Q11821779	2084-0535	0	2084-0535
Q50808437	2084-0845	2084-0845	0
Q50808596	2084-1264	2084-1264	0
Q50426050	2084-1558	0	2084-1558
Q50810472	2084-3364	2084-3364	0
Q50810471	2084-3577	2084-3577	0
Q50810470	2084-3763	2084-3763	2082-7571
Q9061461	2084-4352	0	2084-4352
Q50815504	2084-6118	0	2084-6118
Q50815503	2084-6819	0	2084-6819
Q50815502	2084-7203	0	2084-7203
Q50810469	2084-7963	2084-7963	2391-7903
Q50815500	2084-879X	0	2084-879X
Q50426058	2084-8803	0	2084-8803
Q50815499	2084-8838	0	2084-8838
Q50815498	2084-8846	0	2084-8846
Q50810468	2084-9338	2084-9338	0
Q50810467	2085-0565	2085-0565	0
Q50810466	2085-0751	2085-0751	2476-9460
Q50810465	2085-1057	2085-1057	2460-3740
Q50810464	2085-1103	2085-1103	2356-0991
Q50810463	2085-1227	2085-1227	2502-6119
Q50810462	2085-1243	2085-1243	0
Q50810461	2085-1367	2085-1367	2460-870X
Q50810460	2085-1472	2085-1472	2579-4965
Q50810459	2085-1545	2085-1545	2339-093X
Q50810458	2085-1596	2085-1596	2407-5310
Q50810457	2085-1618	2085-1618	2528-1658
Q27727335	2085-1669	2085-1669	2460-0288
Q50810456	2085-191X	2085-191X	2338-7610
Q50810455	2085-1979	2085-1979	2528-2727
Q50810454	2085-2061	2085-2061	2541-3457
Q50810453	2085-2118	2085-2118	2502-4108
Q50810452	2085-2223	2085-2223	2597-7008
Q50810451	2085-2495	2085-2495	0
Q50810450	2085-2614	2085-2614	2528-2654
Q50810449	2085-2916	2085-2916	2337-3652
Q50810447	2085-3297	2085-3297	2355-9179
Q50810446	2085-3688	2085-3688	2460-0997
Q50810445	2085-3696	2085-3696	2541-4127
Q50810444	2085-3815	2085-3815	2527-8711
Q50810443	2085-4102	2085-4102	2338-7343
Q50810442	2085-4277	2085-4277	0
Q50810441	2085-4323	2085-4323	2503-3360
Q50810440	2085-4927	2085-4927	2442-7020
Q50810439	2085-4943	2085-4943	0
Q50810438	2085-5044	2085-5044	2356-2242
Q50810437	2085-5893	2085-5893	2541-0458
Q50810436	2085-627X	2085-627X	2528-6617
Q50810435	2085-644X	2085-644X	2502-2482
Q50810434	2085-6601	2085-6601	2502-4590
Q50810433	2085-675X	2085-675X	2354-8770
Q50810432	2085-6830	2085-6830	0
Q50810431	2085-6873	2085-6873	2540-9271
Q50810430	2085-7985	2085-7985	0
Q50810429	2085-8019	2085-8019	0
Q50810428	2085-8167	2085-8167	2549-7057
Q50810427	2085-8345	2085-8345	2541-2582
Q50810425	2085-8663	2085-8663	0
Q50810424	2085-868X	2085-868X	2354-8789
Q50810423	2085-9325	2085-9325	2541-4666
Q50810426	2085-9643	2085-9643	2502-6380
Q50810422	2085-9686	2085-9686	2442-9155
Q50810522	2085-9872	2085-9872	2443-1273
Q50810521	2085-9929	2085-9929	2579-5414
Q50810520	2086-0064	2086-0064	2460-7207
Q50810519	2086-0234	2086-0234	0
Q50810518	2086-0382	2086-0382	2477-3344
Q50810517	2086-0668	2086-0668	2337-5434
Q50810516	2086-0803	2086-0803	2541-2965
Q50810515	2086-1346	2086-1346	2354-8819
Q50810514	2086-1559	2086-1559	2527-2810
Q50810513	2086-1575	2086-1575	0
Q50810512	2086-1710	2086-1710	2460-6871
Q50810511	2086-1753	2086-1753	2549-4228
Q50810510	2086-2334	2086-2334	0
Q50806899	2086-2636	2086-2636	2356-4644
Q50810509	2086-308X	2086-308X	2338-428X
Q50810508	2086-3128	2086-3128	2502-180X
Q50810507	2086-3632	2086-3632	2460-3902
Q50806883	2086-4639	2086-4639	2460-5824
Q50810506	2086-4701	2086-4701	2442-9805
Q50810505	2086-4876	2086-4876	2549-063X
Q50810504	2086-4884	2086-4884	2477-3255
Q50810503	2086-5023	2086-5023	2302-5743
Q50810502	2086-5198	2086-5198	2354-8746
Q50810501	2086-5449	2086-5449	0
Q50810500	2086-5465	2086-5465	2337-5426
Q50810499	2086-5481	2086-5481	2549-9890
Q50810498	2086-5872	2086-5872	2540-7562
Q50810497	2086-6100	2086-6100	2503-328X
Q50810496	2086-6186	2086-6186	2580-2453
Q50810495	2086-6380	2086-6380	2548-7949
Q50810494	2086-6755	2086-6755	0
Q50810493	2086-7050	2086-7050	2528-6013
Q50810492	2086-7549	2086-7549	2528-3383
Q50810491	2086-7603	2086-7603	2089-5879
Q50810490	2086-7751	2086-7751	2548-5695
Q50810489	2086-9118	2086-9118	2528-2476
Q50810488	2086-9304	2086-9304	0
Q50810487	2086-9398	2086-9398	2579-8901
Q50810486	2086-9614	2086-9614	0
Q50810485	2087-0108	2087-0108	0
Q50810484	2087-0442	2087-0442	2548-8309
Q50810483	2087-0469	2087-0469	2089-2063
Q50810482	2087-085X	2087-085X	0
Q50810481	2087-0868	2087-0868	0
Q50810480	2087-0965	2087-0965	2503-5010
Q50810479	2087-1228	2087-1228	2476-9053
Q50810478	2087-1236	2087-1236	0
Q50810477	2087-1244	2087-1244	2476-907X
Q50810476	2087-135X	2087-135X	2407-8654
Q50810475	2087-1880	2087-1880	2460-1888
Q50810474	2087-2038	2087-2038	2461-1182
Q50810473	2087-2046	2087-2046	2476-9223
Q50810576	2087-2852	2087-2852	2338-1655
Q50806916	2087-3379	2087-3379	2088-6985
Q50810575	2087-3565	2087-3565	2528-5041
Q50810574	2087-3735	2087-3735	2088-785X
Q50810573	2087-3948	2087-3948	2087-3956
Q50810572	2087-4235	2087-4235	2541-1659
Q50810570	2087-4294	2087-4294	2528-6196
Q50810569	2087-4839	2087-4839	2581-1452
Q50810568	2087-4987	2087-4987	2549-0419
Q50810567	2087-5517	2087-5517	0
Q50810566	2087-7013	2087-7013	2527-8304
Q50810565	2087-7021	2087-7021	2338-3437
Q50810564	2087-703X	2087-703X	2354-8762
Q50806941	2087-7099	2087-7099	2407-6090
Q50810563	2087-7811	2087-7811	2406-8799
Q50806966	2087-8273	2087-8273	2460-6278
Q50810562	2087-8885	2087-8885	0
Q50810561	2087-9385	2087-9385	2528-696X
Q50810560	2087-9946	2087-9946	0
Q50810559	2087-9954	2087-9954	2550-0066
Q50810558	2088-1509	2088-1509	0
Q50810557	2088-1541	2088-1541	2541-5832
Q50810556	2088-155X	2088-155X	0
Q50810555	2088-1657	2088-1657	2502-6615
Q50810554	2088-2262	2088-2262	0
Q50810553	2088-2831	2088-2831	0
Q50810552	2088-284X	2088-284X	0
Q50810551	2088-3072	2088-3072	2477-5886
Q50806986	2088-3129	2088-3129	0
Q50810550	2088-3390	2088-3390	2540-8348
Q50810549	2088-3439	2088-3439	2549-9653
Q50810547	2088-3587	2088-3587	2502-2377
Q50810546	2088-3706	2088-3706	2502-9320
Q50810544	2088-3714	2088-3714	2460-7681
Q50810543	2088-4443	2088-4443	0
Q50810542	2088-4842	2088-4842	2442-8795
Q50810541	2088-4877	2088-4877	2528-0139
Q50810540	2088-5091	2088-5091	0
Q50810539	2088-5350	2088-5350	2528-5173
Q50810538	2088-5415	2088-5415	2355-5777
Q50810537	2088-5776	2088-5776	2541-6251
Q50810536	2088-6330	2088-6330	2503-3778
Q50810535	2088-6365	2088-6365	2477-5576
Q50810534	2088-6802	2088-6802	2442-6830
Q50810533	2088-6845	2088-6845	2442-8604
Q50810532	2088-7051	2088-7051	2502-9274
Q50810531	2088-706X	2088-706X	2461-0879
Q50810530	2088-7523	2088-7523	0
Q50810529	2088-7612	2088-7612	2548-8538
Q50810528	2088-7868	2088-7868	2502-5708
Q50810527	2088-7957	2088-7957	2442-871X
Q50810526	2088-818X	2088-818X	0
Q50810524	2088-8430	2088-8430	2356-2129
Q50810523	2088-9402	2088-9402	2476-9266
Q50810632	2088-9623	2088-9623	2442-7802
Q50810630	2088-9860	2088-9860	0
Q50810629	2089-0133	2089-0133	2477-6416
Q50810627	2089-0877	2089-0877	2502-2962
Q50810625	2089-1180	2089-1180	2302-2914
Q50810624	2089-1490	2089-1490	2406-825X
Q50810622	2089-1946	2089-1946	2527-4511
Q50810621	2089-3272	2089-3272	0
Q50810620	2089-3345	2089-3345	2442-482X
Q50810619	2089-3426	2089-3426	2502-213X
Q50810618	2089-3469	2089-3469	2540-9484
Q50810616	2089-3833	2089-3833	2548-2254
Q50810615	2089-4856	2089-4856	0
Q50810614	2089-5003	2089-5003	2527-7014
Q50810613	2089-5127	2089-5127	2460-0733
Q50810612	2089-6131	2089-6131	2443-1311
Q50810611	2089-6239	2089-6239	2549-0648
Q50810610	2089-6271	2089-6271	2338-4565
Q50810609	2089-6514	2089-6514	2540-9328
Q50810608	2089-6549	2089-6549	2528-2182
Q50810607	2089-6867	2089-6867	2460-9285
Q50810606	2089-7235	2089-7235	2549-2888
Q50810605	2089-7723	2089-7723	2503-1929
Q50810604	2089-7790	2089-7790	2502-6194
Q50815497	2089-7995	0	2089-7995
Q50810603	2089-8703	2089-8703	2442-5419
Q50810602	2089-9009	2089-9009	0
Q50810601	2089-9084	2089-9084	0
Q50810600	2089-9165	2089-9165	2477-295X
Q50810599	2089-9823	2089-9823	2302-9277
Q26842451	2090-0430	0	2090-0430
Q50807004	2090-0686	2090-0686	2314-6648
Q50810598	2090-181X	2090-181X	2090-1828
Q50807014	2090-1968	2090-1968	2090-1976
Q26842036	2090-2158	0	2090-2158
Q50810597	2090-3332	2090-3332	2090-3340
Q50810595	2090-3502	2090-3502	2090-3510
Q50810594	2090-3561	2090-3561	2090-357X
Q50810593	2090-4061	2090-4061	2090-407X
Q50810592	2090-4355	2090-4355	2090-4363
Q50810591	2090-4479	2090-4479	0
Q50810590	2090-4657	2090-4657	2090-4665
Q50810589	2090-4673	2090-4673	2090-4681
Q50810588	2090-4711	2090-4711	2090-472X
Q50810587	2090-5068	2090-5068	0
Q50810586	2090-5106	2090-5106	2090-5114
Q50810585	2090-5122	2090-5122	2090-5130
Q50815496	2090-5211	0	2090-5211
Q50810584	2090-536X	2090-536X	2090-5939
Q50810583	2090-5564	2090-5564	2090-5572
Q50810582	2090-5602	2090-5602	2090-5610
Q50810581	2090-5629	2090-5629	2090-5637
Q50810580	2090-5645	2090-5645	2090-5653
Q50810579	2090-5823	2090-5823	2090-5831
Q50810578	2090-6064	2090-6064	2090-6072
Q50810577	2090-6080	2090-6080	2090-6099
Q50810692	2090-6269	2090-6269	2090-6277
Q50810691	2090-6285	2090-6285	2090-6293
Q50810690	2090-6307	2090-6307	2090-6315
Q26841915	2090-6455	0	2090-6455
Q50810689	2090-7001	2090-7001	2090-701X
Q50810688	2090-7141	2090-7141	2090-715X
Q50810687	2090-7303	2090-7303	0
Q50810686	2090-7311	2090-7311	2090-732X
Q50810685	2090-7354	2090-7354	2090-7362
Q50810684	2090-7397	2090-7397	2090-7400
Q50810683	2090-7419	2090-7419	2090-7427
Q50810682	2090-7435	2090-7435	2090-7443
Q50810681	2090-7451	2090-7451	2090-746X
Q50810680	2090-7494	2090-7494	2090-7508
Q50810679	2090-7516	2090-7516	2090-7524
Q50810678	2090-7656	2090-7656	2090-7664
Q50810677	2090-7710	2090-7710	2090-7737
Q50815495	2090-7745	0	2090-7745
Q50810675	2090-7753	2090-7753	2090-777X
Q50815493	2090-7761	0	2090-7761
Q50815492	2090-7788	0	2090-7788
Q50810672	2090-7796	2090-7796	2090-780X
Q26842201	2090-7842	2090-7834	2090-7850
Q50815491	2090-8598	0	2090-8598
Q50815490	2090-861X	0	2090-861X
Q50810671	2090-8628	2090-8628	2090-8644
Q50810670	2090-8636	2090-8636	0
Q50815489	2090-8652	0	2090-8652
Q50815488	2090-8679	0	2090-8679
Q50815486	2090-8709	0	2090-8709
Q50815484	2090-8717	0	2090-8717
Q50815483	2090-8733	0	2090-8733
Q50815482	2090-875X	0	2090-875X
Q50815481	2090-8768	0	2090-8768
Q50815480	2090-8776	0	2090-8776
Q50815479	2090-8792	0	2090-8792
Q50815477	2090-8806	0	2090-8806
Q50815476	2090-889X	0	2090-889X
Q50815474	2090-8903	0	2090-8903
Q50815473	2090-8911	0	2090-8911
Q50815472	2090-892X	0	2090-892X
Q50815471	2090-8938	0	2090-8938
Q50815470	2090-8946	0	2090-8946
Q50815468	2090-8989	0	2090-8989
Q50815466	2090-942X	0	2090-942X
Q50810669	2090-9837	2090-9837	2090-9845
Q50810668	2090-9896	2090-9896	2090-990X
Q50810667	2090-9977	2090-9977	0
Q50810666	2091-0118	2091-0118	2091-2560
Q50810665	2091-0657	2091-0657	0
Q50810664	2091-0762	2091-0762	2382-5340
Q50815465	2091-0908	0	2091-0908
Q50810663	2091-1327	2091-1327	2091-1335
Q50815464	2091-2854	0	2091-2854
Q50810661	2092-5212	2092-5212	0
Q50810660	2092-9196	2092-9196	2198-2783
Q50815463	2093-3371	0	2093-3371
Q50810659	2093-5587	2093-5587	2093-1409
Q50810658	2095-0055	2095-0055	2192-6395
Q50810657	2095-0349	2095-0349	0
Q50810656	2095-087X	2095-087X	2196-0577
Q50810655	2095-283X	2095-283X	0
Q50810654	2095-3836	2095-3836	0
Q50810653	2095-4719	2095-4719	2052-3289
Q50815462	2095-5472	0	2095-5472
Q50810652	2095-6339	2095-6339	0
Q50810651	2095-6355	2095-6355	2197-5620
Q50810650	2095-6819	2095-6819	0
Q50810649	2095-7505	2095-7505	2095-977X
Q50810648	2095-7548	2095-7548	0
Q50810647	2095-7564	2095-7564	2589-0379
Q50810646	2095-8811	2095-8811	0
Q50810645	2095-882X	2095-882X	0
Q50810643	2095-9869	2095-9869	0
Q50810641	2095-9885	2095-9885	2468-0141
Q50815461	2096-0662	0	2096-0662
Q50810640	2096-157X	2096-157X	0
Q50807041	2096-2754	2096-2754	2467-9674
Q50815460	2100-014X	0	2100-014X
Q50815458	2101-0714	0	2101-0714
Q50815457	2105-0716	0	2105-0716
Q50815456	2105-1232	0	2105-1232
Q50815455	2107-0199	0	2107-0199
Q50810637	2107-6758	2107-6758	2261-2777
Q50815454	2107-6847	0	2107-6847
Q50815453	2107-7266	0	2107-7266
Q50815452	2108-6559	0	2108-6559
Q50815451	2108-6796	0	2108-6796
Q50815575	2108-6907	0	2108-6907
Q50810636	2109-5671	2109-5671	2492-7503
Q50815574	2109-9081	0	2109-9081
Q50815573	2110-5324	0	2110-5324
Q50810635	2110-6126	2110-6126	2261-1061
Q50810743	2111-5028	2111-5028	0
Q50810742	2113-5207	2113-5207	2269-8450
Q50815572	2115-7251	0	2115-7251
Q50815571	2117-4458	0	2117-4458
Q50815570	2117-4911	0	2117-4911
Q50810741	2119-0275	2119-0275	0
Q50810740	2145-0684	2145-0684	2145-9649
Q50810739	2145-0935	2145-0935	2346-1446
Q50810738	2145-132X	2145-132X	0
Q50815569	2145-2946	0	2145-2946
Q50815567	2145-4086	0	2145-4086
Q50810737	2145-4981	2145-4981	0
Q50810736	2145-5074	2145-5074	2145-5082
Q50810735	2145-549X	2145-549X	2422-4200
Q50810734	2145-6097	2145-6097	2145-6453
Q50810733	2145-8987	2145-8987	2145-9045
Q50810732	2145-9282	2145-9282	0
Q50810731	2145-969X	2145-969X	2215-7794
Q50810730	2146-0264	2146-0264	2146-0213
Q50810729	2146-0272	2146-0272	2146-0191
Q50807051	2146-0337	2146-0337	0
Q50807058	2146-0604	2146-0604	2148-998X
Q50815566	2146-0744	0	2146-0744
Q50810728	2146-0957	2146-0957	2146-5703
Q50815565	2146-1147	0	2146-1147
Q50810727	2146-2399	2146-2399	2148-7332
Q50810726	2146-3158	2146-3158	2146-9369
Q50815564	2146-3832	0	2146-3832
Q50810725	2146-4138	2146-4138	0
Q50810724	2146-4189	2146-4189	2146-6009
Q50810723	2146-4405	2146-4405	0
Q50638172	2146-4553	0	2146-4553
Q50815563	2146-5266	0	2146-5266
Q50810722	2146-5649	2146-5649	0
Q50810721	2146-5959	2146-5959	2146-5967
Q50810720	2146-6416	2146-6416	2147-267X
Q50815562	2146-698X	0	2146-698X
Q50810719	2146-8133	2146-8133	0
Q50810718	2146-9490	2146-9490	0
Q50810717	2146-9903	2146-9903	2147-3056
Q50638215	2147-0030	0	2147-0030
Q50810716	2147-0294	2147-0294	2528-9691
Q50810715	2147-0456	2147-0456	2147-5407
Q50815561	2147-0626	0	2147-0626
Q50810714	2147-0901	2147-0901	0
Q15751005	2147-2092	0	2147-2092
Q50815560	2147-2270	0	2147-2270
Q50815558	2147-2653	0	2147-2653
Q50815557	2147-2858	0	2147-2858
Q50810713	2147-2955	2147-2955	2148-9386
Q50810711	2147-351X	2147-351X	0
Q50810710	2147-4249	2147-4249	2147-4249
Q50638274	2147-4478	0	2147-4478
Q50810709	2147-4486	2147-4486	0
Q50815556	2147-4516	0	2147-4516
Q50815555	2147-4524	0	2147-4524
Q50815554	2147-5520	0	2147-5520
Q50815553	2147-6020	0	2147-6020
Q50815552	2147-6489	0	2147-6489
Q50815551	2147-673X	0	2147-673X
Q50815549	2147-6748	0	2147-6748
Q50815547	2147-690X	0	2147-690X
Q50815544	2147-7094	0	2147-7094
Q50810708	2147-7523	2147-7523	0
Q50810707	2147-8007	2147-8007	0
Q50815542	2147-804X	0	2147-804X
Q50815541	2147-8104	0	2147-8104
Q50810706	2147-8724	2147-8724	0
Q50815540	2147-9380	0	2147-9380
Q50638390	2147-9445	0	2147-9445
Q50815539	2147-9518	0	2147-9518
Q50638493	2147-9747	0	2147-9747
Q50815538	2148-0192	0	2148-0192
Q50815537	2148-0206	0	2148-0206
Q50815535	2148-0214	0	2148-0214
Q50815534	2148-0451	0	2148-0451
Q50815533	2148-046X	0	2148-046X
Q50807069	2148-077X	2148-077X	2148-9823
Q50810705	2148-0877	2148-0877	0
