Q50419768,2,0
Q50424714,1,0
Q50424724,2,0
Q27715572,1,0
Q50426187,2,0
Q50426188,1,0
Q50425426,3,1
Q50426193,1,0
Q50432439,2,0
Q50426219,2,0
Q50426222,2,0
Q50424751,2,0
Q50426224,1,0
Q50426230,2,0
Q50426229,1,0
Q50814228,1,0
Q50424758,1,0
Q50432446,2,0
Q50432452,2,0
Q50432461,2,0
Q50432474,1,0
Q50432517,1,0
Q50432521,1,0
Q50432533,1,0
Q50432689,1,0
Q50432707,2,0
Q50432712,2,0
Q50432877,2,0
Q7318482,2,0
Q50432719,2,0
Q50426246,1,0
Q50426249,2,0
Q50432726,1,0
Q50432732,2,0
Q50426255,2,0
Q27717815,1,0
Q50432737,2,0
Q50426258,1,0
Q43768615,1,0
Q50426260,2,0
Q50426265,2,0
Q9386958,1,0
Q50426267,2,0
Q50432741,2,0
Q50432750,2,0
Q50432753,2,0
Q50421661,1,0
Q50432757,1,0
Q50432761,2,0
Q50425207,1,0
Q9347373,1,0
Q50426273,1,0
Q50424298,1,0
Q50425041,1,0
Q50418870,1,0
Q50418875,2,0
Q50426275,1,0
Q50424321,1,0
Q50432769,2,0
Q50426278,2,0
Q50426285,2,0
Q50426286,2,0
Q50432771,2,0
Q50426294,2,0
Q50432776,2,0
Q50426296,2,0
Q50426299,1,0
Q50426302,1,0
Q50432779,2,0
Q50426304,2,0
Q50426309,2,0
Q50426313,1,0
Q50426314,2,0
Q50432781,1,0
Q15753100,2,1
Q50432784,1,0
Q50432796,2,0
Q50432823,2,0
Q50432825,2,0
Q50432826,2,0
Q50432827,2,0
Q50432829,1,0
Q50432830,2,0
Q27726630,3,1
Q50432831,2,0
Q50432833,2,0
Q50432834,2,0
Q28677773,2,0
Q10360077,1,0
Q50432837,1,0
Q50432838,2,0
Q50432839,2,0
Q50432841,2,0
Q50432842,1,0
Q50432844,2,0
Q50432845,1,0
Q10360073,1,0
Q50432846,2,0
Q50432848,2,0
Q50432850,2,0
Q50432852,2,0
Q50432854,2,0
Q50432856,2,0
Q50426324,2,0
Q50426326,2,0
Q50426331,1,0
Q50426332,1,0
Q50426334,1,0
Q50426336,2,0
Q50426338,2,0
Q50426340,2,0
Q50426343,2,0
Q50426344,2,0
Q50426347,2,0
Q50426350,2,0
Q50426357,2,0
Q50426359,2,0
Q50426361,2,0
Q50426364,2,0
Q50426368,1,0
Q50426372,2,0
Q50426374,2,0
Q50426380,2,0
Q50426387,2,0
Q50426389,2,0
Q50426469,1,0
Q50426393,2,0
Q50426402,2,0
Q50426405,2,0
Q50426411,2,0
Q50426416,2,0
Q50426419,1,0
Q50426422,2,0
Q50426423,2,0
Q50426429,1,0
Q50426426,2,0
Q50426430,1,0
Q50426432,2,0
Q50426436,2,0
Q50426434,1,0
Q50426438,1,0
Q50426440,1,0
Q50426444,2,0
Q50426447,2,0
Q50432857,1,0
Q50426449,2,0
Q50426453,2,0
Q50426456,2,0
Q50426455,1,0
Q50426459,2,0
Q50426462,2,0
Q50426463,1,0
Q50426465,1,0
Q50432859,2,0
Q50432861,2,0
Q50432862,2,0
Q50432863,2,0
Q50432864,2,0
Q50432867,1,0
Q50432868,2,0
Q50432879,1,0
Q50432881,2,0
Q50432885,2,0
Q50432887,2,0
Q50432889,2,0
Q50432890,2,0
Q50432892,2,0
Q50432894,2,0
Q50432895,1,0
Q50432897,1,0
Q50432900,2,0
Q50432901,1,0
Q50424768,1,0
Q50424767,1,0
Q50432903,1,0
Q50424796,1,0
Q50432906,1,0
Q50432909,1,0
Q50432912,1,0
Q50432914,1,0
Q50432916,1,0
Q50432919,1,0
Q50424806,1,0
Q50424809,2,0
Q50432921,2,0
Q50432924,1,0
Q50425484,2,0
Q50432926,2,0
Q50432928,1,0
Q50432930,1,0
Q50432931,1,0
Q50432932,1,0
Q50432933,1,0
Q50432934,1,0
Q50432937,1,0
Q50432939,1,0
Q50432941,1,0
Q50432943,2,0
Q50432944,2,0
Q50432946,1,0
Q50432947,1,0
Q50432949,2,0
Q50432951,2,0
Q50432954,2,0
Q50432952,1,0
Q50432956,1,0
Q50432957,1,0
Q50432959,1,0
Q50426489,1,0
Q50426492,2,0
Q50426495,1,0
Q50426497,1,0
Q50426501,2,0
Q50426503,1,0
Q50426506,2,0
Q50426512,1,0
Q50426516,1,0
Q50426517,1,0
Q50426519,2,0
Q50426522,1,0
Q50426525,2,0
Q50426527,1,0
Q50426529,1,0
Q50426533,1,0
Q50426561,1,0
Q50426536,1,0
Q50426542,1,0
Q50426539,1,0
Q20025079,2,1
Q50426543,2,0
Q50426546,1,0
Q50426548,1,0
Q50426568,1,0
Q50426567,2,0
Q50426571,1,0
Q50426573,1,0
Q50426577,1,0
Q50426579,1,0
Q50426581,1,0
Q50426583,1,0
Q50426585,1,0
Q50426592,1,0
Q50426589,2,0
Q50432961,1,0
Q50432962,1,0
Q50432964,2,0
Q50432966,1,0
Q50432967,1,0
Q50432968,2,0
Q50432969,1,0
Q50434685,1,0
Q50434688,1,0
Q50434691,1,0
Q50434693,1,0
Q50434694,1,0
Q50434696,1,0
Q50434699,2,0
Q50434700,2,0
Q50434703,1,0
Q50434705,1,0
Q50434708,1,0
Q50434709,2,0
Q50434710,1,0
Q50434714,1,0
Q50434717,2,0
Q50434718,1,0
Q50434720,1,0
Q50434721,1,0
Q50434722,1,0
Q50434723,2,0
Q50434724,1,0
Q50434725,1,0
Q50434726,2,0
Q50434728,1,0
Q50434731,1,0
Q50434733,1,0
Q50434768,2,0
Q50434767,1,0
Q50434766,1,0
Q15758027,3,2
Q50434765,1,0
Q50434764,1,0
Q50434761,1,0
Q50434759,1,0
Q50434758,1,0
Q50434756,1,0
Q50434755,1,0
Q50434754,1,0
Q50434753,1,0
Q50434751,1,0
Q50434749,1,0
Q50434748,1,0
Q50434746,1,0
Q50434744,1,0
Q50434743,1,0
Q50434741,1,0
Q50771591,1,0
Q50434740,1,0
Q50434739,1,0
Q50434738,1,0
Q50434736,1,0
Q50434735,1,0
Q50434864,1,0
Q50434863,1,0
Q50434860,1,0
Q50434858,1,0
Q50434857,2,0
Q50434855,1,0
Q50434853,1,0
Q50434852,1,0
Q50434851,1,0
Q50434850,1,0
Q50434849,1,0
Q50434832,1,0
Q50434830,1,0
Q16456679,1,0
Q50434829,1,0
Q48866118,1,0
Q9323565,1,0
Q50434827,1,0
Q50434826,1,0
Q50434825,1,0
Q50434822,2,0
Q50434821,2,0
Q50434820,2,0
Q50434818,2,0
Q50434815,2,0
Q50434813,1,0
Q50434812,2,0
Q50434811,2,0
Q50434809,2,0
Q50434807,2,0
Q50434806,1,0
Q50434805,2,0
Q50434804,2,0
Q50434803,1,0
Q50434802,1,0
Q50434800,2,0
Q50434799,2,0
Q50434797,1,0
Q50434796,1,0
Q15817196,2,1
Q50434794,2,0
Q50434792,1,0
Q50434791,2,0
Q50434788,1,0
Q50434787,2,0
Q50434785,1,0
Q50434783,2,0
Q50434781,2,0
Q50434780,1,0
Q50434779,1,0
Q50434777,1,0
Q50434776,1,0
Q50434774,1,0
Q50434773,1,0
Q50434946,1,0
Q50434945,1,0
Q50434944,1,0
Q50434943,1,0
Q50434942,1,0
Q50434941,1,0
Q50434939,1,0
Q50434938,1,0
Q50434935,1,0
Q50434934,1,0
Q50434932,1,0
Q50434930,1,0
Q50434929,1,0
Q50434927,1,0
Q50434925,1,0
Q50434923,1,0
Q50434922,1,0
Q50434919,1,0
Q50434918,1,0
Q50434915,1,0
Q50434914,1,0
Q50434913,1,0
Q50434910,1,0
Q50434909,1,0
Q50434906,1,0
Q50434905,1,0
Q50434903,1,0
Q50434902,2,0
Q50434900,1,0
Q50434899,1,0
Q50434897,2,0
Q50434896,1,0
Q50434894,1,0
Q50434892,1,0
Q50434891,1,0
Q50434889,2,0
Q50434887,2,0
Q50434886,2,0
Q50434884,2,0
Q50434883,2,0
Q50434882,2,0
Q15764760,2,1
Q50434879,2,0
Q50434878,1,0
Q50434876,2,0
Q50434874,2,0
Q50434873,2,0
Q50434872,2,0
Q50434871,2,0
Q50434869,1,0
Q50434867,2,0
Q50435031,2,0
Q50435030,2,0
Q50435029,1,0
Q50435027,1,0
Q50435026,2,0
Q50435025,2,0
Q50435023,1,0
Q50435021,2,0
Q50435020,2,0
Q50435018,2,0
Q50435017,2,0
Q50435015,1,0
Q50435013,2,0
Q50435012,1,0
Q50435010,1,0
Q50435009,2,0
Q50435008,2,0
Q50435005,2,0
Q50435003,2,0
Q50435001,1,0
Q50435000,2,0
Q50434998,2,0
Q50434997,2,0
Q5656999,2,1
Q50434996,1,0
Q50434995,2,0
Q50434994,2,0
Q50434992,2,0
Q50434990,2,0
Q50434988,1,0
Q50434987,2,0
Q50434986,2,0
Q50434983,2,0
Q50434982,2,0
Q50434980,1,0
Q50434978,2,0
Q50434977,1,0
Q50434975,1,0
Q50434974,1,0
Q50434971,1,0
Q50434968,1,0
Q50434966,1,0
Q50434962,1,0
Q50434961,1,0
Q50434960,2,0
Q50434958,1,0
Q50434956,2,0
Q50434955,2,0
Q50434954,1,0
Q25469379,2,0
Q50285260,1,0
Q50434952,1,0
Q50434951,1,0
Q50478462,2,0
Q50478463,1,0
Q50478465,1,0
Q50478468,1,0
Q50478471,2,0
Q50478472,2,0
Q50478475,1,0
Q50478477,1,0
Q50478481,1,0
